,Unnamed: 0,Ticker,CIK,Year,Y-1 ROE,ROE,Y+1 ROE,Y-1 Asset,Asset,Y+1 Asset,Year-1 Revenue,Revenue,Year+1 Revenue,Year-1 Net Income,Net Income,Year+1 Net Income,Accession Number,Conformed Submission Type,Conformed Period Of Report,Filed As Of Date,Date As Of Change,Company Conformed Name,Fiscal Year End,Y-1 Profit Margin,Y Profit Margin,Y+1 Profit Margin,Current Revenue YOY,Next Revenue YOY,Current Profit Margin YOY,Next Profit Margin YOY,Current ROE YOY,Future ROE YOY
2490,2490,PAYX US,723531,2006,28.53047735,30.58122643,31.81489788,4617.418,5549.302,6246.519,1445.14,1674.6,1886.96,368.85,464.91,515.45,0000950152-06-005992,10-K,2006-05-31,2006-07-21,20060721,PAYCHEX INC,0531,0.2552347869410576,0.2776245073450376,0.2731642430152202,0.15878046417648095,0.12681237310402493,0.02238972040398,-0.0044602643298173,0.020507490799999993,0.012336714499999991
2491,2491,PAYX US,723531,2007,30.58122643,31.81489788,49.09959852,5549.302,6246.519,5309.791,1674.6,1886.96,2066.32,464.91,515.45,576.15,0000950152-07-005944,10-K,2007-05-31,2007-07-20,20070720,PAYCHEX INC,0531,0.2776245073450376,0.2731642430152202,0.2788290293855743,0.12681237310402493,0.09505235935048972,-0.0044602643298173,0.005664786370354,0.012336714499999991,0.1728470064
2492,2492,PAYX US,723531,2008,31.81489788,49.09959852,50.74003412,6246.519,5309.791,5127.415,1886.96,2066.32,2082.8,515.45,576.15,533.5,0000950152-08-005502,10-K,2008-05-31,2008-07-18,20080718,PAYCHEX INC,0531,0.2731642430152202,0.2788290293855743,0.2561455732667562,0.09505235935048972,0.007975531379457168,0.005664786370354,-0.022683456118818,0.1728470064,0.016404355999999964
2493,2493,PAYX US,723531,2010,50.74003412,34.7733789,35.56000276,5127.415,5226.3,5393.8,2082.8,2000.8,2084.3,533.5,477.0,515.3,0000950123-10-066009,10-K,2010-05-31,2010-07-16,20100716,PAYCHEX INC,0531,0.2561455732667562,0.2384046381447421,0.2472292856114762,-0.03937007874015763,0.04173330667732911,-0.0404243912408321,0.0088246474667341,-0.1596665522,0.00786623860000006
2494,2494,PAYX US,723531,2011,34.7733789,35.56000276,35.34685716,5226.3,5393.8,6479.6,2000.8,2084.3,2229.8,477.0,515.3,548.0,0000950123-11-065947,10-K,2011-05-31,2011-07-15,20110715,PAYCHEX INC,0531,0.2384046381447421,0.2472292856114762,0.245761951744551,0.04173330667732911,0.06980760926929896,0.0088246474667341,-0.0014673338669251,0.00786623860000006,-0.002131456000000043
2495,2495,PAYX US,723531,2012,35.56000276,35.34685716,33.68657865,5393.8,6479.6,6163.7,2084.3,2229.8,2326.2,515.3,548.0,569.0,0001193125-12-309041,10-K,2012-05-31,2012-07-20,20120720,PAYCHEX INC,0531,0.2472292856114762,0.245761951744551,0.2446049350872668,0.06980760926929896,0.04323257691272753,-0.0014673338669251,-0.0011570166572842,-0.002131456000000043,-0.016602785099999975
2496,2496,PAYX US,723531,2013,35.34685716,33.68657865,35.34514321,6479.6,6163.7,6370.1,2229.8,2326.2,2518.9,548.0,569.0,627.5,0000723531-13-000021,10-K,2013-05-31,2013-07-22,20130722,PAYCHEX INC,0531,0.245761951744551,0.2446049350872668,0.2491166779149628,0.04323257691272753,0.08283896483535402,-0.0011570166572842,0.004511742827696,-0.016602785099999975,0.01658564560000002
2497,2497,PAYX US,723531,2014,33.68657865,35.34514321,37.88912281,6163.7,6370.1,6467.5,2326.2,2518.9,2739.6,569.0,627.5,674.9,0000723531-14-000014,10-K,2014-05-31,2014-07-22,20140722,PAYCHEX INC,0531,0.2446049350872668,0.2491166779149628,0.2463498320922762,0.08283896483535402,0.08761761086188402,0.004511742827696,-0.0027668458226866,0.01658564560000002,0.025439796
2498,2498,PAYX US,723531,2015,35.34514321,37.88912281,40.93908904,6370.1,6467.5,6440.8,2518.9,2739.6,2951.9,627.5,674.9,756.8,0000723531-15-000011,10-K,2015-05-31,2015-07-21,20150721,PAYCHEX INC,0531,0.2491166779149628,0.2463498320922762,0.2563772485517802,0.08761761086188402,0.0774930646809755,-0.0027668458226866,0.0100274164595039,0.025439796,0.030499662299999956
2499,2499,PAYX US,723531,2016,37.88912281,40.93908904,42.27049392,6467.5,6440.8,6833.7,2739.6,2951.9,3151.3,674.9,756.8,817.3,0000723531-16-000046,10-K,2016-05-31,2016-07-22,20160722,PAYCHEX INC,0531,0.2463498320922762,0.2563772485517802,0.2593532827721892,0.0774930646809755,0.06754971374369045,0.0100274164595039,0.002976034220409,0.030499662299999956,0.01331404880000001
2500,2500,PAYX US,723531,2017,40.93908904,42.27049392,46.10746504,6440.8,6833.7,7915.4,2951.9,3151.3,3377.7,756.8,817.3,994.1,0000723531-17-000023,10-K,2017-05-31,2017-07-21,20170721,PAYCHEX INC,0531,0.2563772485517802,0.2593532827721892,0.2943126979897563,0.06754971374369045,0.07184336622980969,0.002976034220409,0.0349594152175671,0.01331404880000001,0.03836971120000001
2501,2501,PAYX US,723531,2018,42.27049392,46.10746504,41.57305629,6833.7,7915.4,8676.0,3151.3,3377.7,3772.5,817.3,994.1,1034.4,0000723531-18-000026,10-K,2018-05-31,2018-07-20,20180720,PAYCHEX INC,0531,0.2593532827721892,0.2943126979897563,0.2741948310139165,0.07184336622980969,0.11688427036148874,0.0349594152175671,-0.0201178669758398,0.03836971120000001,-0.045344087500000047
2502,2502,PAYX US,723531,2019,46.10746504,41.57305629,40.6635931,7915.4,8676.0,8550.7,3377.7,3772.5,4040.5,994.1,1034.4,1098.1,0000723531-19-000032,10-K,2019-05-31,2019-07-24,20190724,PAYCHEX INC,0531,0.2943126979897563,0.2741948310139165,0.2717732953842346,0.11688427036148874,0.07104042412193512,-0.0201178669758398,-0.0024215356296818,-0.045344087500000047,-0.009094631899999968
2503,2503,PAYX US,723531,2020,41.57305629,40.6635931,38.31116696,8676.0,8550.7,9227.2,3772.5,4040.5,4056.8,1034.4,1098.1,1097.5,0000723531-20-000048,10-K,2020-05-31,2020-07-17,20200717,PAYCHEX INC,0531,0.2741948310139165,0.2717732953842346,0.2705334253598895,0.07104042412193512,0.004034154188838013,-0.0024215356296818,-0.001239870024345,-0.009094631899999968,-0.023524261399999986
2504,2504,PAYX US,723531,2021,40.6635931,38.31116696,46.1711861,8550.7,9227.2,9635.2,4040.5,4056.8,4611.7,1098.1,1097.5,1392.8,0000723531-21-000035,10-K,2021-05-31,2021-07-16,20210716,PAYCHEX INC,0531,0.2717732953842346,0.2705334253598895,0.3020144415291541,0.004034154188838013,0.1367826858607768,-0.001239870024345,0.0314810161692645,-0.023524261399999986,0.07860019139999999
2505,2505,PAYX US,723531,2022,38.31116696,46.1711861,47.34585918,9227.2,9635.2,10546.4,4056.8,4611.7,5007.1,1097.5,1392.8,1557.3,0000950170-22-012734,10-K,2022-05-31,2022-07-15,20220715,PAYCHEX INC,0531,0.2705334253598895,0.3020144415291541,0.3110183539374088,0.1367826858607768,0.08573844786087581,0.0314810161692645,0.0090039124082547,0.07860019139999999,0.01174673079999998
2506,2506,PAYX US,723531,2023,46.1711861,47.34585918,47.34585918,9635.2,10546.4,10546.4,4611.7,5007.1,0.0,1392.8,1557.3,0.0,0000950170-23-032988,10-K,2023-05-31,2023-07-14,20230714,PAYCHEX INC,0531,0.3020144415291541,0.3110183539374088,,0.08573844786087581,0.0,0.0090039124082547,,0.01174673079999998,0.0
2507,2507,PCG US,1004980,2014,5.938138313,9.544699236,5.407746566,55605.0,60127.0,63234.0,15598.0,17090.0,16833.0,828.0,1450.0,888.0,0001004980-15-000010,10-K,2014-12-31,2015-02-10,20150210,PG&E Corp,1231,0.0530837286831645,0.0848449385605617,0.0527535198716806,0.09565328888319025,-0.015038033937975426,,-0.0320914186888811,0.03606560923,-0.04136952669999999
2508,2508,PCG US,1004980,2015,9.544699236,5.407746566,8.071618959,60127.0,63234.0,68598.0,17090.0,16833.0,17666.0,1450.0,888.0,1407.0,0001004980-16-000065,10-K,2015-12-31,2016-02-18,20160218,PG&E Corp,1231,0.0848449385605617,0.0527535198716806,0.0796445148873542,-0.015038033937975426,0.049486128438186894,-0.0320914186888811,0.0268909950156736,-0.04136952669999999,0.02663872393
2509,2509,PCG US,1004980,2016,5.407746566,8.071618959,8.858988159,63234.0,68598.0,68012.0,16833.0,17666.0,17135.0,888.0,1407.0,1660.0,0001004980-17-000006,10-K,2016-12-31,2017-02-16,20170216,PG&E Corp,1231,0.0527535198716806,0.0796445148873542,0.0968777356288298,0.049486128438186894,-0.030057738027850056,0.0268909950156736,0.0172332207414756,0.02663872393,0.007873692000000005
2510,2510,PCG US,1004980,2017,8.071618959,8.858988159,-42.99206175,68598.0,68012.0,76995.0,17666.0,17135.0,16759.0,1407.0,1660.0,-6837.0,0001004980-18-000003,10-K,2017-12-31,2018-02-09,20180209,PG&E Corp,1231,0.0796445148873542,0.0968777356288298,-0.4079599021421325,-0.030057738027850056,-0.021943390720747025,0.0172332207414756,-0.5048376377709625,0.007873692000000005,-0.51851049909
2511,2511,PCG US,1004980,2018,8.858988159,-42.99206175,-86.08534323,68012.0,76995.0,85196.0,17135.0,16759.0,17129.0,1660.0,-6837.0,-7642.0,0001004980-19-000004,10-K,2018-12-31,2019-02-28,20190228,PG&E Corp,1231,0.0968777356288298,-0.4079599021421325,-0.446143966372818,-0.021943390720747025,0.0220776895996182,-0.5048376377709625,-0.0381840642306854,-0.51851049909,-0.43093281480000006
2512,2512,PCG US,1004980,2019,-42.99206175,-86.08534323,-10.08531966,76995.0,85196.0,97856.0,16759.0,17129.0,18469.0,-6837.0,-7642.0,-1304.0,0001004980-20-000009,10-K,2019-12-31,2020-02-18,20200218,PG&E Corp,1231,-0.4079599021421325,-0.446143966372818,-0.0706047972277871,0.0220776895996182,0.07822990250452455,-0.0381840642306854,0.3755391691450309,-0.43093281480000006,0.7600002357000001
2513,2513,PCG US,1004980,2022,-0.486038311,8.220304151,,103327.0,118644.0,,20642.0,21680.0,,-88.0,1814.0,,0001004980-23-000029,10-K,2022-12-31,2023-02-23,20230222,PG&E Corp,1231,-0.0042631527952717,0.0836715867158671,,0.050285825016955776,,0.5298155530886852,,0.08706342462,
2514,2514,PEAK US,765880,2021,6.387541818,7.550781486,7.559385524,15920.089,15257.519,15771.229,1644.88,1896.18,2061.18,413.56,505.54,500.45,0001628280-22-002117,10-K,2021-12-31,2022-02-09,20220209,"HEALTHPEAK PROPERTIES, INC.",1231,0.2514225961772287,0.2666097100486241,0.2427978148439243,0.15277710228101737,0.0870170553428471,,-0.0238118952046997,0.01163239668,8.604037999999647e-05
2515,2515,PEAK US,765880,2022,7.550781486,7.559385524,4.67943961,15257.519,15771.229,15698.85,1896.18,2061.18,2181.0,505.54,500.45,306.01,0001628280-23-002794,10-K,2022-12-31,2023-02-08,20230208,"HEALTHPEAK PROPERTIES, INC.",1231,0.2666097100486241,0.2427978148439243,0.1403071985327831,0.0870170553428471,0.058131749774401165,-0.0238118952046997,-0.1024906163111412,8.604037999999647e-05,-0.028799459139999994
2516,2516,PEG US,788784,2013,12.11401425,11.10416294,12.76005548,31725.0,32522.0,35287.0,9781.0,9968.0,10886.0,1275.0,1243.0,1518.0,0000788784-14-000004,10-K,2013-12-31,2014-02-26,20140226,PUBLIC SERVICE ENTERPRISE GROUP INC,1231,0.1303547694509763,0.124699036918138,0.1394451589197134,0.019118699519476534,0.0920947030497592,,0.0147461220015753,-0.010098513100000001,0.0165589254
2517,2517,PEG US,788784,2014,11.10416294,12.76005548,13.29848323,32522.0,35287.0,37535.0,9968.0,10886.0,10415.0,1243.0,1518.0,1679.0,0000788784-15-000002,10-K,2014-12-31,2015-02-26,20150225,PUBLIC SERVICE ENTERPRISE GROUP INC,1231,0.124699036918138,0.1394451589197134,0.1612097935669707,0.0920947030497592,-0.043266580929634424,0.0147461220015753,0.0217646346472573,0.0165589254,0.005384277500000003
2518,2518,PEG US,788784,2015,12.76005548,13.29848323,6.772026264,35287.0,37535.0,40070.0,10886.0,10415.0,9061.0,1518.0,1679.0,887.0,0000788784-16-000014,10-K,2015-12-31,2016-02-26,20160225,PUBLIC SERVICE ENTERPRISE GROUP INC,1231,0.1394451589197134,0.1612097935669707,0.0978920648934996,-0.043266580929634424,-0.13000480076812293,0.0217646346472573,-0.0633177286734711,0.005384277500000003,-0.06526456966000001
2519,2519,PEG US,788784,2016,13.29848323,6.772026264,11.66919969,37535.0,40070.0,42716.0,10415.0,9061.0,9094.0,1679.0,887.0,1574.0,0000788784-17-000003,10-K,2016-12-31,2017-02-27,20170227,PUBLIC SERVICE ENTERPRISE GROUP INC,1231,0.1612097935669707,0.0978920648934996,0.1730811524081812,-0.13000480076812293,0.0036419821211786108,-0.0633177286734711,0.0751890875146816,-0.06526456966000001,0.04897173425999999
2520,2520,PEG US,788784,2017,6.772026264,11.66919969,10.1899093,40070.0,42716.0,45326.0,9061.0,9094.0,9696.0,887.0,1574.0,1438.0,0000788784-18-000004,10-K,2017-12-31,2018-02-26,20180226,PUBLIC SERVICE ENTERPRISE GROUP INC,1231,0.0978920648934996,0.1730811524081812,0.1483085808580858,0.0036419821211786108,0.06619749285243026,0.0751890875146816,-0.0247725715500954,0.04897173425999999,-0.014792903899999993
2521,2521,PEG US,788784,2018,11.66919969,10.1899093,11.49121021,42716.0,45326.0,47730.0,9094.0,9696.0,10076.0,1574.0,1438.0,1693.0,0000788784-19-000005,10-K,2018-12-31,2019-02-28,20190227,PUBLIC SERVICE ENTERPRISE GROUP INC,1231,0.1730811524081812,0.1483085808580858,0.1680230250099245,0.06619749285243026,0.03919141914191426,-0.0247725715500954,0.0197144441518387,-0.014792903899999993,0.013013009100000002
2522,2522,PEG US,788784,2019,10.1899093,11.49121021,12.26144885,45326.0,47730.0,50050.0,9696.0,10076.0,9603.0,1438.0,1693.0,1905.0,0000788784-20-000004,10-K,2019-12-31,2020-02-26,20200226,PUBLIC SERVICE ENTERPRISE GROUP INC,1231,0.1483085808580858,0.1680230250099245,0.1983755076538581,0.03919141914191426,-0.04694323144104806,0.0197144441518387,0.0303524826439335,0.013013009100000002,0.007702386400000006
2523,2523,PEG US,788784,2020,11.49121021,12.26144885,-4.260074946,47730.0,50050.0,48999.0,10076.0,9603.0,9722.0,1693.0,1905.0,-648.0,0000788784-21-000007,10-K,2020-12-31,2021-03-01,20210226,PUBLIC SERVICE ENTERPRISE GROUP INC,1231,0.1680230250099245,0.1983755076538581,-0.0666529520674758,-0.04694323144104806,0.01239196084556915,0.0303524826439335,-0.265028459721334,0.007702386400000006,-0.16521523796
2524,2524,PEG US,788784,2021,12.26144885,-4.260074946,7.320623425,50050.0,48999.0,48718.0,9603.0,9722.0,9800.0,1905.0,-648.0,1031.0,0001628280-22-003860,10-K,2021-12-31,2022-02-24,20220224,PUBLIC SERVICE ENTERPRISE GROUP INC,1231,0.1983755076538581,-0.0666529520674758,0.105204081632653,0.01239196084556915,0.008023040526640601,-0.265028459721334,0.1718570337001289,-0.16521523796,0.11580698371
2525,2525,PEG US,788784,2022,-4.260074946,7.320623425,,48999.0,48718.0,,9722.0,9800.0,,-648.0,1031.0,,0001628280-23-004411,10-K,2022-12-31,2023-02-22,20230221,PUBLIC SERVICE ENTERPRISE GROUP INC,1231,-0.0666529520674758,0.105204081632653,,0.008023040526640601,,0.1718570337001289,,0.11580698371,
2526,2526,PEP US,77476,2012,30.89032877,28.89252336,29.02067067,72882.0,74638.0,77478.0,66504.0,65492.0,66415.0,6443.0,6178.0,6740.0,0001445305-13-000278,10-K,2012-12-29,2013-02-21,20130221,PEPSICO INC,1231,0.096881390593047,0.0943321321688145,0.1014830986975833,-0.015217129796703976,0.014093324375496152,,0.0071509665287688,-0.019978054100000017,0.001281473100000028
2527,2527,PEP US,77476,2014,29.02067067,31.23814099,37.20072407,77478.0,70509.0,69667.0,66415.0,66683.0,63056.0,6740.0,6513.0,5452.0,0000077476-15-000012,10-K,2014-12-27,2015-02-12,20150212,PEPSICO INC,1229,0.1014830986975833,0.097671070587706,0.0864628266937325,0.004035233004592298,-0.05439167403986023,0.0033389384188914,-0.0112082438939734,0.022174703200000003,0.05962583079999998
2528,2528,PEP US,77476,2015,31.23814099,37.20072407,55.13603069,70509.0,69667.0,73490.0,66683.0,63056.0,62799.0,6513.0,5452.0,6329.0,0000077476-16-000066,10-K,2015-12-26,2016-02-11,20160211,PEPSICO INC,1226,0.097671070587706,0.0864628266937325,0.1007818595837513,-0.05439167403986023,-0.0040757421974118024,-0.0112082438939734,0.0143190328900187,0.05962583079999998,0.1793530662
2529,2529,PFE US,78003,2019,16.5613514,25.33454531,15.21940411,159422.0,167594.0,154229.0,53647.0,40905.0,41908.0,11153.0,16026.0,9616.0,0000078003-20-000014,10-K,2019-12-31,2020-02-27,20200227,PFIZER INC,1231,0.2078960612895408,0.3917858452511918,0.229454996659349,-0.23751561131097731,0.024520229800757853,,-0.1623308485918427,0.0877319391,-0.101151412
2530,2530,PFG US,1126328,2001,10.50705639,5.489260143,2.111667594,84404.8984375,88350.5,89861.3,8884.9,8592.6,8822.5,620.2,358.8,142.3,0001126328-02-000031,10-K,2001-12-31,2002-03-12,Not found,PRINCIPAL FINANCIAL GROUP INC,1231,0.0698038244662292,0.0417568605544305,0.016129215075092,-0.032898513207801905,0.026755580383120314,,-0.0256276454793384,-0.050177962470000004,-0.03377592549
2531,2531,PFG US,1126328,2002,5.489260143,2.111667594,10.61834842,88350.5,89861.3,107754.4,8592.6,8822.5,9404.2,358.8,142.3,746.3,0001126328-03-000122,10-K,2002-12-31,2003-03-05,Not found,PRINCIPAL FINANCIAL GROUP INC,1231,0.0417568605544305,0.016129215075092,0.079358159120393,0.026755580383120314,0.06593369226409762,-0.0256276454793384,0.0632289440453009,-0.03377592549,0.08506680826
2532,2532,PFG US,1126328,2003,2.111667594,10.61834842,11.04932447,89861.3,107754.4,113798.1,8822.5,9404.2,8301.2,142.3,746.3,825.6,0001126328-04-000056,10-K,2003-12-31,2004-03-03,Not found,PRINCIPAL FINANCIAL GROUP INC,1231,0.016129215075092,0.079358159120393,0.0994555004095793,0.06593369226409762,-0.11728802024627294,0.0632289440453009,0.0200973412891863,0.08506680826,0.004309760499999999
2533,2533,PFG US,1126328,2004,10.61834842,11.04932447,11.74225152,107754.4,113798.1,127035.4,9404.2,8301.2,9041.7,746.3,825.6,919.0,0001047469-05-005426,10-K,2004-12-31,2005-03-04,20050304,PRINCIPAL FINANCIAL GROUP INC,1231,0.079358159120393,0.0994555004095793,0.101640178285057,-0.11728802024627294,0.08920397051028761,0.0200973412891863,0.0021846778754776,0.004309760499999999,0.0069292704999999975
2534,2534,PFG US,1126328,2005,11.04932447,11.74225152,13.16457958,113798.1,127035.4,143658.1,8301.2,9041.7,9873.1,825.6,919.0,1064.3,0001047469-06-002772,10-K,2005-12-31,2006-03-02,20060302,PRINCIPAL FINANCIAL GROUP INC,1231,0.0994555004095793,0.101640178285057,0.1077979560624322,0.08920397051028761,0.0919517347401484,0.0021846778754776,0.0061577777773752,0.0069292704999999975,0.014223280599999999
2535,2535,PFG US,1126328,2006,11.74225152,13.16457958,10.82690433,127035.4,143658.1,154520.2,9041.7,9873.1,10906.5,919.0,1064.3,860.3,0001047469-07-001453,10-K,2006-12-31,2007-02-28,20070227,PRINCIPAL FINANCIAL GROUP INC,1231,0.101640178285057,0.1077979560624322,0.0788795672305505,0.0919517347401484,0.10466823996515773,0.0061577777773752,-0.0289183888318816,0.014223280599999999,-0.0233767525
2536,2536,PFG US,1126328,2007,13.16457958,10.82690433,9.090714683,143658.1,154520.2,128182.4,9873.1,10906.5,9935.9,1064.3,860.3,458.1,0001047469-08-001808,10-K,2007-12-31,2008-02-27,20080227,PRINCIPAL FINANCIAL GROUP INC,1231,0.1077979560624322,0.0788795672305505,0.0461055364888938,0.10466823996515773,-0.08899280245725028,-0.0289183888318816,-0.0327740307416567,-0.0233767525,-0.01736189647
2537,2537,PFG US,1126328,2008,10.82690433,9.090714683,12.71686273,154520.2,128182.4,137759.4,10906.5,9935.9,8849.1,860.3,458.1,622.7,0001047469-09-001547,10-K,2008-12-31,2009-02-18,20090218,PRINCIPAL FINANCIAL GROUP INC,1231,0.0788795672305505,0.0461055364888938,0.0703687380637579,-0.08899280245725028,-0.10938113306293329,-0.0327740307416567,0.024263201574864,-0.01736189647,0.03626148047000001
2538,2538,PFG US,1126328,2009,9.090714683,12.71686273,7.625307936,128182.4,137759.4,145631.1,9935.9,8849.1,9198.2,458.1,622.7,662.9,0001047469-10-000948,10-K,2009-12-31,2010-02-17,20100217,PRINCIPAL FINANCIAL GROUP INC,0224,0.0461055364888938,0.0703687380637579,0.0720684481746428,-0.10938113306293329,0.039450339582556504,0.024263201574864,0.0016997101108849,0.03626148047000001,-0.050915547940000014
2539,2539,PFG US,1126328,2010,12.71686273,7.625307936,6.860594932,137759.4,145631.1,147361.7,8849.1,9198.2,8670.7,622.7,662.9,638.3,0001047469-11-000974,10-K,2010-12-31,2011-02-16,20110216,PRINCIPAL FINANCIAL GROUP INC,0224,0.0703687380637579,0.0720684481746428,0.073615740366983,0.039450339582556504,-0.05734817681720339,0.0016997101108849,0.0015472921923401,-0.050915547940000014,-0.007647130039999998
2540,2540,PFG US,1126328,2011,7.625307936,6.860594932,8.79025981,145631.1,147361.7,161830.2,9198.2,8670.7,9215.1,662.9,638.3,806.6,0001047469-12-001065,10-K,2011-12-31,2012-02-15,20120215,PRINCIPAL FINANCIAL GROUP INC,0224,0.0720684481746428,0.073615740366983,0.0875302492647936,-0.05734817681720339,0.06278616490018107,0.0015472921923401,0.0139145088978106,-0.007647130039999998,0.019296648780000005
2541,2541,PFG US,1126328,2012,6.860594932,8.79025981,9.631259717,147361.7,161830.2,208191.4,8670.7,9215.1,9289.5,638.3,806.6,912.7,0001047469-13-000940,10-K,2012-12-31,2013-02-13,20130213,PRINCIPAL FINANCIAL GROUP INC,0224,0.073615740366983,0.0875302492647936,0.0982507131707842,0.06278616490018107,0.008073705114431728,0.0139145088978106,0.0107204639059905,0.019296648780000005,0.008409999070000005
2542,2542,PFG US,1126328,2013,8.79025981,9.631259717,11.63031084,161830.2,208191.4,219087.0,9215.1,9289.5,10477.6,806.6,912.7,1144.1,0001047469-14-000817,10-K,2013-12-31,2014-02-12,20140212,PRINCIPAL FINANCIAL GROUP INC,0224,0.0875302492647936,0.0982507131707842,0.1091948537833091,0.008073705114431728,0.12789708811023193,0.0107204639059905,0.0109441406125249,0.008409999070000005,0.019990511229999994
2543,2543,PFG US,1126328,2014,9.631259717,11.63031084,12.76602483,208191.4,219087.0,218660.3,9289.5,10477.6,11964.4,912.7,1144.1,1234.0,0001047469-15-000727,10-K,2014-12-31,2015-02-11,20150211,PRINCIPAL FINANCIAL GROUP INC,1231,0.0982507131707842,0.1091948537833091,0.1031393132961118,0.12789708811023193,0.14190272581507202,0.0109441406125249,-0.0060555404871973,0.019990511229999994,0.011357139899999993
2544,2544,PFG US,1126328,2015,11.63031084,12.76602483,13.47568184,219087.0,218660.3,228014.3,10477.6,11964.4,12394.1,1144.1,1234.0,1316.5,0001047469-16-010094,10-K,2015-12-31,2016-02-10,20160210,PRINCIPAL FINANCIAL GROUP INC,1231,0.1091948537833091,0.1031393132961118,0.1062198949500165,0.14190272581507202,0.03591488081307892,-0.0060555404871973,0.0030805816539047,0.011357139899999993,0.007096570100000008
2545,2545,PFG US,1126328,2016,12.76602483,13.47568184,20.023747,218660.3,228014.3,253941.2,11964.4,12394.1,14093.2,1234.0,1316.5,2310.4,0001047469-17-000589,10-K,2016-12-31,2017-02-08,20170208,PRINCIPAL FINANCIAL GROUP INC,1231,0.1031393132961118,0.1062198949500165,0.1639372179490818,0.03591488081307892,0.13708942157962256,0.0030805816539047,0.0577173229990653,0.007096570100000008,0.0654806516
2546,2546,PFG US,1126328,2017,13.47568184,20.023747,12.76026948,228014.3,253941.2,243036.1,12394.1,14093.2,14237.2,1316.5,2310.4,1546.5,0001047469-18-000695,10-K,2017-12-31,2018-02-09,20180209,PRINCIPAL FINANCIAL GROUP INC,1231,0.1062198949500165,0.1639372179490818,0.1086238867192987,0.13708942157962256,0.01021769363948577,0.0577173229990653,-0.0553133312297831,0.0654806516,-0.0726347752
2547,2547,PFG US,1126328,2018,20.023747,12.76026948,10.72131652,253941.2,243036.1,276087.8,14093.2,14237.2,16222.1,2310.4,1546.5,1394.2,0001047469-19-000469,10-K,2018-12-31,2019-02-13,20190213,PRINCIPAL FINANCIAL GROUP INC,1231,0.1639372179490818,0.1086238867192987,0.0859444831433661,0.01021769363948577,0.13941645829236093,-0.0553133312297831,-0.0226794035759325,-0.0726347752,-0.020389529599999998
2548,2548,PFG US,1126328,2019,12.76026948,10.72131652,8.95406535,243036.1,276087.8,296627.7,14237.2,16222.1,14741.7,1546.5,1394.2,1395.8,0001104659-20-021174,10-K,2019-12-31,2020-02-14,20200214,PRINCIPAL FINANCIAL GROUP INC,1231,0.1086238867192987,0.0859444831433661,0.094683788165544,0.13941645829236093,-0.0912582218085205,-0.0226794035759325,0.0087393050221778,-0.020389529599999998,-0.017672511699999997
2549,2549,PFG US,1126328,2020,10.72131652,8.95406535,10.48537619,276087.8,296627.7,304657.2,16222.1,14741.7,14262.7,1394.2,1395.8,1710.6,0001104659-21-022074,10-K,2020-12-31,2021-02-12,20210212,PRINCIPAL FINANCIAL GROUP INC,1231,0.0859444831433661,0.094683788165544,0.1199352156323837,-0.0912582218085205,-0.032492860389235934,0.0087393050221778,0.0252514274668397,-0.017672511699999997,0.015313108399999997
2550,2550,PFG US,1126328,2021,8.95406535,10.48537619,36.49174757,296627.7,304657.2,292239.6,14741.7,14262.7,17491.6,1395.8,1710.6,4811.6,0001104659-22-020401,10-K,2021-12-31,2022-02-11,20220211,PRINCIPAL FINANCIAL GROUP INC,1231,0.094683788165544,0.1199352156323837,0.2750806101214297,-0.032492860389235934,0.2263877106017793,0.0252514274668397,0.155145394489046,0.015313108399999997,0.2600637138
2551,2551,PFG US,1126328,2022,10.48537619,36.49174757,5.958590094,304657.2,292239.6,305046.7,14262.7,17491.6,13665.8,1710.6,4811.6,623.2,0001104659-23-022860,10-K,2022-12-31,2023-02-16,20230216,PRINCIPAL FINANCIAL GROUP INC,1231,0.1199352156323837,0.2750806101214297,0.0456028918907052,0.2263877106017793,-0.21872212947929293,0.155145394489046,-0.2294777182307245,0.2600637138,-0.30533157476
2552,2552,PG US,80424,2020,7.447331749,27.78104255,30.80147478,115095.0,120700.0,119307.0,67684.0,70950.0,76118.0,3897.0,13027.0,14306.0,0000080424-20-000053,10-K,2020-06-30,2020-08-06,20200806,PROCTER & GAMBLE Co,0630,0.0575763843744459,0.1836081747709654,0.1879450327123676,0.04825364931150644,0.07284002818886548,,0.0043368579414021,0.20333710801,0.03020432230000001
2553,2553,PG US,80424,2020,7.447331749,27.78104255,30.80147478,115095.0,120700.0,119307.0,67684.0,70950.0,76118.0,3897.0,13027.0,14306.0,0000080424-20-000059,10-K/A,2020-06-30,2020-08-07,20200807,PROCTER & GAMBLE Co,0630,0.0575763843744459,0.1836081747709654,0.1879450327123676,0.04825364931150644,0.07284002818886548,0.0,0.0043368579414021,0.20333710801,0.03020432230000001
2554,2554,PG US,80424,2021,27.78104255,30.80147478,32.36873553,120700.0,119307.0,117208.0,70950.0,76118.0,80187.0,13027.0,14306.0,14742.0,0000080424-21-000100,10-K,2021-06-30,2021-08-06,20210806,PROCTER & GAMBLE Co,0630,0.1836081747709654,0.1879450327123676,0.1838452617007744,0.07284002818886548,0.05345647547229304,0.0043368579414021,-0.0040997710115932,0.03020432230000001,0.015672607500000026
